Sales,Discount,Order_Year,Order_Month,Order_DayOfWeek,Order_Quarter,Is_EndOfYear,Delivery_Days,Ship Mode,Segment,City,Region,Sub-Category,State,Product ID,Customer ID,is_profitable
1548.99,0.4,2015,12,6,4,1,4,Standard Class,Corporate,Marion,East,Tables,Ohio,FUR-TA-10004154,DB-13120,0
80.96,0.0,2015,11,0,4,0,2,Second Class,Consumer,Las Vegas,West,Furnishings,Nevada,FUR-FU-10002813,JM-15865,1
187.76,0.0,2014,4,1,2,0,0,Same Day,Home Office,Los Angeles,West,Furnishings,California,FUR-FU-10004091,PS-18970,1
76.728,0.6,2014,1,1,1,0,5,Standard Class,Consumer,Huntsville,Central,Furnishings,Texas,FUR-FU-10004864,VS-21820,0
129.92,0.0,2014,10,2,4,0,4,Standard Class,Corporate,Bossier City,South,Furnishings,Louisiana,FUR-FU-10000193,NB-18580,1
170.98,0.0,2015,11,4,4,0,2,Second Class,Home Office,Everett,East,Bookcases,Massachusetts,FUR-BO-10002916,MA-17560,1
38.97,0.0,2015,11,4,4,0,2,Second Class,Home Office,Everett,East,Furnishings,Massachusetts,FUR-FU-10002506,MA-17560,1
446.068,0.3,2015,11,4,4,0,2,Second Class,Home Office,Everett,East,Tables,Massachusetts,FUR-TA-10004619,MA-17560,0
341.96,0.0,2014,12,2,4,1,7,Standard Class,Home Office,Providence,East,Bookcases,Rhode Island,FUR-BO-10000362,KM-16375,1
605.88,0.0,2014,12,2,4,1,7,Standard Class,Home Office,Providence,East,Chairs,Rhode Island,FUR-CH-10004218,KM-16375,1
1568.61,0.0,2016,11,4,4,0,4,Standard Class,Corporate,Jackson,Central,Tables,Michigan,FUR-TA-10001095,BB-11545,1
872.94,0.0,2017,7,5,3,0,2,First Class,Corporate,Suffolk,South,Tables,Virginia,FUR-TA-10004575,RS-19420,1
167.888,0.2,2016,3,1,1,0,0,Same Day,Consumer,Seattle,West,Chairs,Washington,FUR-CH-10004754,MC-17275,1
526.582,0.3,2017,12,3,4,1,4,Standard Class,Home Office,Lawrence,East,Tables,Massachusetts,FUR-TA-10003473,BF-11170,0
447.84,0.0,2016,8,4,3,0,7,Standard Class,Consumer,Detroit,Central,Tables,Michigan,FUR-TA-10004147,AA-10480,1
77.952,0.2,2017,10,5,4,0,2,Second Class,Consumer,Fayetteville,South,Furnishings,North Carolina,FUR-FU-10001876,JM-15250,1
179.886,0.3,2015,9,3,3,0,4,Standard Class,Corporate,Austin,Central,Chairs,Texas,FUR-CH-10003981,AR-10345,0
291.136,0.2,2017,6,1,2,0,6,Standard Class,Home Office,Seattle,West,Chairs,Washington,FUR-CH-10003774,TW-21025,0
60.84,0.0,2015,6,3,2,0,6,Standard Class,Consumer,Arlington,South,Furnishings,Virginia,FUR-FU-10003464,KH-16510,1
17.088,0.2,2015,11,0,4,0,3,First Class,Corporate,Jacksonville,South,Furnishings,North Carolina,FUR-FU-10001546,AB-10600,1
154.95,0.0,2017,11,0,4,0,3,Second Class,Corporate,Buffalo,East,Furnishings,New York,FUR-FU-10004845,SP-20620,1
1779.9,0.0,2017,8,5,3,0,0,Same Day,Corporate,Columbia,East,Chairs,Maryland,FUR-CH-10002331,BB-11545,1
876.3,0.4,2016,11,4,4,0,2,Second Class,Corporate,Charlotte,South,Tables,North Carolina,FUR-TA-10002533,ER-13855,0
22.608,0.6,2016,5,1,2,0,3,First Class,Consumer,Chicago,Central,Furnishings,Illinois,FUR-FU-10004973,LW-17215,0
207.846,0.1,2017,3,4,1,0,3,First Class,Corporate,New York City,East,Chairs,New York,FUR-CH-10003396,HR-14830,1
40.48,0.0,2014,3,0,1,0,5,Second Class,Consumer,Fresno,West,Furnishings,California,FUR-FU-10002813,MS-17710,1
550.431,0.3,2016,2,6,1,0,1,First Class,Consumer,Clinton,East,Tables,Maryland,FUR-TA-10002356,DK-13090,0
10.56,0.0,2016,2,6,1,0,1,First Class,Consumer,Clinton,East,Furnishings,Maryland,FUR-FU-10003274,DK-13090,1
1497.666,0.15,2017,6,3,2,0,2,First Class,Home Office,Los Angeles,West,Bookcases,California,FUR-BO-10004834,MG-17680,1
232.88,0.2,2014,5,4,2,0,7,Standard Class,Corporate,Los Angeles,West,Chairs,California,FUR-CH-10002439,PW-19030,1
90.882,0.1,2015,2,1,1,0,4,Standard Class,Corporate,Rome,East,Chairs,New York,FUR-CH-10004218,PW-19030,1
63.936,0.2,2015,4,6,2,0,5,Standard Class,Corporate,San Diego,West,Chairs,California,FUR-CH-10002017,BW-11110,1
241.568,0.2,2015,4,0,2,0,4,Second Class,Consumer,Los Angeles,West,Tables,California,FUR-TA-10002530,EB-14110,0
307.136,0.2,2015,9,4,3,0,5,Standard Class,Corporate,Seattle,West,Chairs,Washington,FUR-CH-10004289,SH-19975,0
1184.72,0.0,2014,3,4,1,0,5,Standard Class,Consumer,Des Moines,Central,Tables,Iowa,FUR-TA-10003954,CV-12295,1
124.404,0.3,2017,7,4,3,0,4,Standard Class,Consumer,Pharr,Central,Tables,Texas,FUR-TA-10001676,GM-14500,0
16.192,0.6,2016,2,5,1,0,4,Standard Class,Consumer,Houston,Central,Furnishings,Texas,FUR-FU-10004053,DW-13540,0
441.92,0.2,2015,7,1,3,0,5,Second Class,Consumer,Mesa,West,Chairs,Arizona,FUR-CH-10004287,TG-21310,1
127.764,0.7,2015,7,1,3,0,5,Second Class,Consumer,Mesa,West,Bookcases,Arizona,FUR-BO-10001608,TG-21310,0
915.136,0.2,2016,10,0,4,0,4,Standard Class,Home Office,Lake Forest,West,Chairs,California,FUR-CH-10004063,DB-12910,1
242.176,0.6,2016,11,1,4,0,5,Second Class,Home Office,Aurora,Central,Furnishings,Illinois,FUR-FU-10003806,DR-12940,0
337.176,0.4,2016,6,1,2,0,7,Standard Class,Corporate,Philadelphia,East,Tables,Pennsylvania,FUR-TA-10003392,JS-15685,0
23.376,0.2,2017,12,6,4,1,3,Second Class,Consumer,Thornton,West,Furnishings,Colorado,FUR-FU-10004351,LC-16870,1
16.72,0.2,2017,12,6,4,1,3,Second Class,Consumer,Thornton,West,Furnishings,Colorado,FUR-FU-10004270,LC-16870,1
16.192,0.2,2017,12,6,4,1,3,Second Class,Consumer,Thornton,West,Furnishings,Colorado,FUR-FU-10004053,LC-16870,1
343.85,0.0,2016,12,6,4,1,4,Standard Class,Consumer,Fayetteville,South,Furnishings,Arkansas,FUR-FU-10003553,TS-21655,1
31.984,0.2,2017,8,6,3,0,5,Standard Class,Consumer,Memphis,South,Furnishings,Tennessee,FUR-FU-10003268,DC-12850,0
423.648,0.2,2017,8,6,3,0,5,Standard Class,Consumer,Memphis,South,Chairs,Tennessee,FUR-CH-10002073,DC-12850,1
268.704,0.2,2016,12,5,4,1,4,Standard Class,Consumer,Morgan Hill,West,Tables,California,FUR-TA-10004147,RD-19720,1
205.666,0.15,2016,12,5,4,1,4,Standard Class,Consumer,Morgan Hill,West,Bookcases,California,FUR-BO-10001337,RD-19720,0
30.344,0.6,2016,4,3,2,0,2,Second Class,Consumer,Saint Charles,Central,Furnishings,Illinois,FUR-FU-10001602,RB-19570,0
344.372,0.3,2015,11,4,4,0,4,Standard Class,Home Office,Philadelphia,East,Chairs,Pennsylvania,FUR-CH-10002880,PO-19195,0
50.97,0.0,2017,11,0,4,0,4,Second Class,Corporate,New York City,East,Furnishings,New York,FUR-FU-10000820,KH-16330,1
298.116,0.3,2017,7,1,3,0,2,First Class,Home Office,Dallas,Central,Tables,Texas,FUR-TA-10004767,EM-14200,0
230.28,0.2,2016,7,4,3,0,5,Standard Class,Corporate,Portland,West,Chairs,Oregon,FUR-CH-10004886,MC-17425,1
81.424,0.2,2016,12,2,4,1,3,First Class,Corporate,San Diego,West,Chairs,California,FUR-CH-10001146,DS-13180,0
362.25,0.3,2014,3,5,1,0,4,Standard Class,Consumer,El Paso,Central,Chairs,Texas,FUR-CH-10001270,SC-20380,0
63.552,0.6,2014,3,5,1,0,4,Standard Class,Consumer,El Paso,Central,Furnishings,Texas,FUR-FU-10001095,SC-20380,0
435.168,0.2,2017,10,3,4,0,5,Standard Class,Corporate,Chico,West,Chairs,California,FUR-CH-10001190,GG-14650,0
72.9,0.0,2017,10,3,4,0,5,Standard Class,Corporate,Chico,West,Furnishings,California,FUR-FU-10004666,GG-14650,1
206.352,0.2,2017,10,3,4,0,5,Standard Class,Corporate,Chico,West,Tables,California,FUR-TA-10004086,GG-14650,1
90.882,0.7,2016,10,0,4,0,2,First Class,Corporate,Denver,West,Bookcases,Colorado,FUR-BO-10001567,CC-12610,0
120.784,0.2,2016,10,0,4,0,2,First Class,Corporate,Denver,West,Chairs,Colorado,FUR-CH-10004853,CC-12610,1
254.352,0.2,2015,8,6,3,0,4,Standard Class,Corporate,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10001488,SP-20860,0
254.9,0.0,2014,9,2,3,0,3,First Class,Consumer,Clifton,East,Furnishings,New Jersey,FUR-FU-10001986,SF-20065,1
145.764,0.7,2015,11,4,4,0,3,Second Class,Consumer,Aurora,West,Bookcases,Colorado,FUR-BO-10002268,MM-18055,0
1673.184,0.2,2017,11,4,4,0,2,First Class,Home Office,San Diego,West,Tables,California,FUR-TA-10001095,CR-12580,1
12.18,0.0,2014,5,6,2,0,3,First Class,Corporate,Seattle,West,Furnishings,Washington,FUR-FU-10001852,BS-11365,1
45.84,0.0,2014,12,0,4,1,2,First Class,Consumer,Lowell,East,Furnishings,Massachusetts,FUR-FU-10003878,AA-10645,1
9.82,0.0,2014,12,0,4,1,2,First Class,Consumer,Lowell,East,Furnishings,Massachusetts,FUR-FU-10002268,AA-10645,1
1323.9,0.0,2015,11,1,4,0,7,Standard Class,Consumer,Oklahoma City,Central,Chairs,Oklahoma,FUR-CH-10002073,AA-10645,1
18.84,0.0,2017,5,3,2,0,0,Same Day,Consumer,New York City,East,Furnishings,New York,FUR-FU-10000732,TB-21625,1
60.672,0.2,2014,9,1,3,0,2,First Class,Home Office,Lancaster,East,Furnishings,Ohio,FUR-FU-10002501,NF-18595,1
657.93,0.3,2014,7,0,3,0,4,Standard Class,Corporate,Dallas,Central,Chairs,Texas,FUR-CH-10004997,HM-14860,0
210.68,0.0,2015,9,4,3,0,4,Second Class,Corporate,New York City,East,Furnishings,New York,FUR-FU-10000277,DM-13525,1
23.076,0.6,2016,1,3,1,0,4,Standard Class,Consumer,Amarillo,Central,Furnishings,Texas,FUR-FU-10004270,NM-18520,0
75.384,0.6,2015,6,3,2,0,3,First Class,Consumer,Houston,Central,Furnishings,Texas,FUR-FU-10004587,MV-17485,0
435.999,0.15,2017,6,4,2,0,2,Second Class,Consumer,Los Angeles,West,Bookcases,California,FUR-BO-10003966,JC-15775,1
388.704,0.2,2017,8,0,3,0,4,Second Class,Corporate,Seattle,West,Chairs,Washington,FUR-CH-10004698,CM-11815,1
26.72,0.0,2017,3,5,1,0,4,Standard Class,Home Office,Cambridge,East,Furnishings,Massachusetts,FUR-FU-10001379,PV-18985,1
21.184,0.2,2014,9,4,3,0,4,Standard Class,Corporate,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10001095,CM-12715,1
307.666,0.15,2015,8,4,3,0,7,Standard Class,Consumer,Los Angeles,West,Bookcases,California,FUR-BO-10004695,CB-12025,1
4.16,0.0,2015,8,4,3,0,7,Standard Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10003981,CB-12025,1
16.02,0.0,2015,10,1,4,0,4,Standard Class,Corporate,San Francisco,West,Furnishings,California,FUR-FU-10001731,NS-18640,1
141.42,0.6,2017,1,6,1,0,4,Standard Class,Consumer,Huntsville,Central,Furnishings,Texas,FUR-FU-10002116,JM-15250,0
310.744,0.3,2017,1,6,1,0,4,Standard Class,Consumer,Huntsville,Central,Chairs,Texas,FUR-CH-10003199,JM-15250,0
27.42,0.0,2015,6,1,2,0,6,Standard Class,Corporate,East Point,South,Furnishings,Georgia,FUR-FU-10000794,RF-19345,1
61.1,0.0,2016,10,3,4,0,6,Standard Class,Home Office,Arlington,South,Furnishings,Virginia,FUR-FU-10000246,LC-16960,1
23.88,0.0,2017,7,3,3,0,5,Second Class,Consumer,Seattle,West,Furnishings,Washington,FUR-FU-10001940,DK-13375,1
89.0664,0.32,2017,2,4,1,0,2,First Class,Home Office,Houston,Central,Bookcases,Texas,FUR-BO-10001601,CR-12820,0
215.544,0.3,2017,12,4,4,1,7,Standard Class,Consumer,Philadelphia,East,Chairs,Pennsylvania,FUR-CH-10003396,EG-13900,0
127.386,0.3,2017,11,5,4,0,5,Standard Class,Consumer,Chicago,Central,Chairs,Illinois,FUR-CH-10000422,RD-19930,0
248.43,0.3,2016,12,3,4,1,2,Second Class,Consumer,San Angelo,Central,Chairs,Texas,FUR-CH-10002647,JM-15865,0
85.246,0.3,2016,12,3,4,1,2,Second Class,Consumer,San Angelo,Central,Chairs,Texas,FUR-CH-10004477,JM-15865,0
148.02,0.0,2017,8,1,3,0,6,Standard Class,Corporate,Los Angeles,West,Furnishings,California,FUR-FU-10003374,RW-19540,1
526.344,0.3,2017,7,5,3,0,5,Standard Class,Consumer,Chicago,Central,Chairs,Illinois,FUR-CH-10004997,EB-13930,0
41.96,0.0,2016,11,4,4,0,5,Standard Class,Consumer,San Francisco,West,Furnishings,California,FUR-FU-10001934,LP-17080,1
451.152,0.2,2016,11,4,4,0,5,Standard Class,Consumer,San Francisco,West,Chairs,California,FUR-CH-10004997,LP-17080,0
161.568,0.2,2017,9,3,3,0,5,Standard Class,Consumer,Modesto,West,Chairs,California,FUR-CH-10004860,JA-15970,0
64.96,0.6,2017,8,5,3,0,6,Standard Class,Consumer,Chicago,Central,Furnishings,Illinois,FUR-FU-10000222,DP-13000,0
72.78,0.6,2015,10,3,4,0,5,Standard Class,Corporate,Dallas,Central,Furnishings,Texas,FUR-FU-10003708,GH-14485,0
562.2925,0.45,2016,8,4,3,0,4,Standard Class,Corporate,Lakeland,South,Tables,Florida,FUR-TA-10002533,CS-12490,0
56.52,0.0,2014,11,6,4,0,4,Standard Class,Home Office,New York City,East,Furnishings,New York,FUR-FU-10004091,BF-11215,1
557.728,0.2,2016,2,4,1,0,5,Standard Class,Consumer,San Diego,West,Tables,California,FUR-TA-10001095,AZ-10750,1
141.96,0.0,2014,1,6,1,0,3,First Class,Corporate,Rapid City,Central,Bookcases,South Dakota,FUR-BO-10004409,CA-11965,1
239.372,0.3,2016,10,1,4,0,5,Standard Class,Consumer,Baltimore,East,Tables,Maryland,FUR-TA-10002622,MS-17830,0
227.96,0.0,2016,2,1,1,0,4,Standard Class,Consumer,Belleville,East,Chairs,New Jersey,FUR-CH-10001545,JD-15790,1
96.96,0.0,2015,11,0,4,0,4,Standard Class,Consumer,San Diego,West,Furnishings,California,FUR-FU-10004909,LT-17110,1
512.499,0.15,2015,11,0,4,0,4,Standard Class,Consumer,San Diego,West,Bookcases,California,FUR-BO-10004357,LT-17110,0
863.128,0.2,2016,7,6,3,0,5,Standard Class,Corporate,San Francisco,West,Tables,California,FUR-TA-10002774,AH-10690,0
2036.86,0.0,2017,11,0,4,0,7,Standard Class,Home Office,Seattle,West,Tables,Washington,FUR-TA-10004575,AB-10060,1
449.568,0.2,2017,11,0,4,0,7,Standard Class,Home Office,Seattle,West,Chairs,Washington,FUR-CH-10003312,AB-10060,0
277.5,0.5,2015,8,6,3,0,4,Standard Class,Consumer,Springfield,West,Tables,Oregon,FUR-TA-10003469,DK-12985,0
1252.704,0.4,2015,11,5,4,0,4,Standard Class,Consumer,Philadelphia,East,Tables,Pennsylvania,FUR-TA-10002958,SS-20410,0
22.608,0.6,2017,5,3,2,0,4,Standard Class,Corporate,Chicago,Central,Furnishings,Illinois,FUR-FU-10004973,BM-11575,0
1.892,0.6,2017,5,3,2,0,4,Standard Class,Corporate,Chicago,Central,Furnishings,Illinois,FUR-FU-10001918,BM-11575,0
170.072,0.3,2015,9,6,3,0,4,Second Class,Consumer,Chicago,Central,Chairs,Illinois,FUR-CH-10003817,AG-10900,0
187.76,0.0,2017,11,4,4,0,4,Standard Class,Consumer,New York City,East,Furnishings,New York,FUR-FU-10004091,CC-12370,1
335.744,0.2,2015,11,0,4,0,3,First Class,Consumer,Durham,South,Furnishings,North Carolina,FUR-FU-10000576,LR-16915,1
11.82,0.0,2015,11,6,4,0,0,Same Day,Corporate,New York City,East,Furnishings,New York,FUR-FU-10002240,KD-16495,1
577.764,0.1,2015,11,6,4,0,0,Same Day,Corporate,New York City,East,Chairs,New York,FUR-CH-10003746,KD-16495,1
191.5155,0.45,2015,4,6,2,0,4,Standard Class,Consumer,Daytona Beach,South,Tables,Florida,FUR-TA-10000577,SA-20830,0
44.46,0.6,2016,11,0,4,0,5,Standard Class,Consumer,Dallas,Central,Furnishings,Texas,FUR-FU-10002030,MC-17845,0
31.776,0.6,2014,10,4,4,0,4,Standard Class,Consumer,Dallas,Central,Furnishings,Texas,FUR-FU-10000758,RD-19930,0
82.64,0.0,2016,4,0,2,0,4,Second Class,Home Office,Troy,East,Furnishings,New York,FUR-FU-10000723,BC-11125,1
1266.86,0.0,2016,6,3,2,0,2,Second Class,Consumer,Sandy Springs,South,Bookcases,Georgia,FUR-BO-10004695,PF-19165,1
933.262,0.45,2017,5,0,2,0,5,Standard Class,Consumer,Jacksonville,South,Tables,Florida,FUR-TA-10001889,CJ-12010,0
2803.92,0.2,2017,5,0,2,0,5,Standard Class,Consumer,Jacksonville,South,Chairs,Florida,FUR-CH-10002024,CJ-12010,0
43.936,0.2,2017,10,4,4,0,0,Same Day,Consumer,Jacksonville,South,Furnishings,Florida,FUR-FU-10000175,PT-19090,1
85.44,0.0,2014,8,1,3,0,4,Standard Class,Consumer,San Francisco,West,Furnishings,California,FUR-FU-10002878,BW-11200,1
4.712,0.6,2015,3,3,1,0,4,Second Class,Consumer,Chicago,Central,Furnishings,Illinois,FUR-FU-10000023,MS-17365,0
69.375,0.5,2017,1,0,1,0,7,Standard Class,Consumer,Aurora,Central,Tables,Illinois,FUR-TA-10003469,LP-17095,0
2563.056,0.1,2016,12,6,4,1,6,Standard Class,Consumer,New York City,East,Chairs,New York,FUR-CH-10002331,JE-15715,1
387.136,0.2,2016,10,3,4,0,5,Standard Class,Corporate,El Cajon,West,Chairs,California,FUR-CH-10001802,MY-18295,1
207.0,0.2,2017,5,1,2,0,1,First Class,Corporate,Jacksonville,South,Chairs,North Carolina,FUR-CH-10001270,MC-17605,1
51.756,0.6,2015,12,0,4,1,5,Second Class,Home Office,Saint Charles,Central,Furnishings,Illinois,FUR-FU-10003039,SZ-20035,0
4.928,0.2,2015,7,6,3,0,6,Standard Class,Corporate,Charlotte,South,Furnishings,North Carolina,FUR-FU-10003829,RS-19765,1
362.352,0.2,2017,7,2,3,0,6,Standard Class,Corporate,Los Angeles,West,Chairs,California,FUR-CH-10000665,GZ-14545,1
486.368,0.2,2017,11,4,4,0,6,Standard Class,Consumer,Bakersfield,West,Tables,California,FUR-TA-10001086,BG-11740,1
376.509,0.3,2014,3,5,1,0,6,Standard Class,Consumer,Houston,Central,Tables,Texas,FUR-TA-10001866,GW-14605,0
62.72,0.0,2017,1,3,1,0,5,Standard Class,Consumer,Columbus,South,Furnishings,Georgia,FUR-FU-10002157,BD-11500,1
512.358,0.3,2014,7,5,3,0,4,Standard Class,Home Office,League City,Central,Chairs,Texas,FUR-CH-10002126,PV-18985,0
354.9,0.0,2016,3,2,1,0,3,First Class,Consumer,Andover,East,Chairs,Massachusetts,FUR-CH-10002647,PS-18760,1
436.704,0.2,2017,4,3,2,0,4,Standard Class,Corporate,Hesperia,West,Chairs,California,FUR-CH-10003774,YS-21880,0
32.952,0.2,2014,3,4,1,0,4,Standard Class,Consumer,Knoxville,South,Furnishings,Tennessee,FUR-FU-10001473,GM-14440,1
218.376,0.2,2014,3,4,1,0,4,Standard Class,Consumer,Knoxville,South,Chairs,Tennessee,FUR-CH-10000422,GM-14440,0
31.4,0.0,2015,4,3,2,0,4,Standard Class,Corporate,Lawrence,East,Furnishings,Massachusetts,FUR-FU-10002960,JW-15220,1
9.48,0.0,2015,4,3,2,0,4,Standard Class,Corporate,Lawrence,East,Furnishings,Massachusetts,FUR-FU-10002445,JW-15220,1
24.3,0.0,2015,4,3,2,0,4,Standard Class,Corporate,Lawrence,East,Furnishings,Massachusetts,FUR-FU-10001025,JW-15220,1
32.448,0.2,2017,5,2,2,0,5,Standard Class,Corporate,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10004245,BO-11350,1
373.47,0.4,2017,5,2,2,0,5,Standard Class,Corporate,Philadelphia,East,Tables,Pennsylvania,FUR-TA-10003748,BO-11350,0
186.54,0.0,2016,8,4,3,0,4,Standard Class,Consumer,Athens,South,Furnishings,Georgia,FUR-FU-10000308,XP-21865,1
913.43,0.3,2017,1,0,1,0,2,Second Class,Consumer,El Paso,Central,Tables,Texas,FUR-TA-10002958,TS-21655,0
902.712,0.2,2016,6,5,2,0,5,Standard Class,Consumer,Los Angeles,West,Tables,California,FUR-TA-10003473,SV-20365,1
120.666,0.15,2016,10,0,4,0,4,Standard Class,Home Office,Fresno,West,Bookcases,California,FUR-BO-10003894,MG-17890,1
82.26,0.0,2016,11,3,4,0,7,Standard Class,Home Office,Seattle,West,Furnishings,Washington,FUR-FU-10003535,SC-20680,1
241.5,0.3,2016,2,0,1,0,7,Standard Class,Corporate,Houston,Central,Chairs,Texas,FUR-CH-10001270,MH-17440,0
27.46,0.0,2017,12,5,4,1,7,Standard Class,Home Office,Danbury,East,Furnishings,Connecticut,FUR-FU-10001473,JB-16045,1
111.15,0.0,2016,12,3,4,1,5,Second Class,Consumer,Franklin,East,Furnishings,Massachusetts,FUR-FU-10002045,EJ-14155,1
366.009,0.3,2016,12,3,4,1,5,Second Class,Consumer,Franklin,East,Tables,Massachusetts,FUR-TA-10001095,EJ-14155,0
155.372,0.3,2017,11,3,4,0,5,Second Class,Home Office,Springfield,East,Chairs,Ohio,FUR-CH-10001973,SR-20425,0
164.646,0.1,2015,12,5,4,1,4,Second Class,Consumer,New York City,East,Chairs,New York,FUR-CH-10003535,BD-11635,1
83.92,0.0,2017,7,5,3,0,4,Standard Class,Corporate,Newark,East,Furnishings,Delaware,FUR-FU-10003247,HE-14800,1
39.98,0.0,2017,7,5,3,0,4,Standard Class,Corporate,Newark,East,Furnishings,Delaware,FUR-FU-10001057,HE-14800,1
630.024,0.4,2016,11,1,4,0,0,Same Day,Corporate,Burlington,South,Tables,North Carolina,FUR-TA-10001768,ON-18715,0
933.408,0.3,2017,3,4,1,0,4,Standard Class,Consumer,Dallas,Central,Tables,Texas,FUR-TA-10002228,MD-17350,0
286.85,0.0,2017,5,1,2,0,2,First Class,Home Office,Seattle,West,Tables,Washington,FUR-TA-10004154,LB-16795,1
40.48,0.0,2017,10,3,4,0,4,Standard Class,Consumer,Lakewood,East,Furnishings,New Jersey,FUR-FU-10004053,NP-18670,1
2154.9,0.0,2017,10,3,4,0,4,Standard Class,Consumer,Lakewood,East,Bookcases,New Jersey,FUR-BO-10003404,NP-18670,1
303.92,0.2,2016,12,0,4,1,2,Second Class,Consumer,Reading,East,Furnishings,Pennsylvania,FUR-FU-10004904,CL-12565,0
274.2,0.0,2017,11,2,4,0,5,Standard Class,Corporate,Baltimore,East,Furnishings,Maryland,FUR-FU-10003535,KN-16450,1
9.96,0.6,2014,9,6,3,0,4,Second Class,Corporate,Corpus Christi,Central,Furnishings,Texas,FUR-FU-10000550,SC-20260,0
240.744,0.3,2017,10,0,4,0,1,First Class,Corporate,Cranston,East,Tables,Rhode Island,FUR-TA-10001039,AH-10075,0
35.0,0.0,2017,10,0,4,0,1,First Class,Corporate,Cranston,East,Furnishings,Rhode Island,FUR-FU-10004963,AH-10075,1
210.68,0.0,2017,10,0,4,0,1,First Class,Corporate,Cranston,East,Furnishings,Rhode Island,FUR-FU-10000277,AH-10075,1
637.896,0.3,2017,10,0,4,0,1,First Class,Corporate,Cranston,East,Tables,Rhode Island,FUR-TA-10004915,AH-10075,0
344.372,0.3,2016,4,0,2,0,5,Standard Class,Corporate,Houston,Central,Chairs,Texas,FUR-CH-10002880,TH-21115,0
127.88,0.6,2016,4,0,2,0,5,Standard Class,Corporate,Houston,Central,Furnishings,Texas,FUR-FU-10004748,TH-21115,0
106.869,0.3,2017,5,6,2,0,5,Second Class,Corporate,Chicago,Central,Chairs,Illinois,FUR-CH-10001146,TH-21235,0
2678.94,0.0,2016,11,4,4,0,6,Standard Class,Corporate,Noblesville,Central,Tables,Indiana,FUR-TA-10001950,AS-10285,1
387.136,0.2,2017,4,6,2,0,4,Standard Class,Home Office,Clarksville,South,Bookcases,Tennessee,FUR-BO-10001972,PN-18775,0
77.952,0.2,2017,4,6,2,0,4,Standard Class,Home Office,Clarksville,South,Furnishings,Tennessee,FUR-FU-10000193,PN-18775,0
199.8,0.0,2017,9,6,3,0,0,Same Day,Consumer,Seattle,West,Furnishings,Washington,FUR-FU-10002759,PB-19150,1
18.69,0.0,2016,2,1,1,0,2,Second Class,Consumer,Arlington,South,Furnishings,Virginia,FUR-FU-10001731,SE-20110,1
184.752,0.2,2015,3,6,1,0,2,Second Class,Corporate,Los Angeles,West,Chairs,California,FUR-CH-10003396,DH-13075,0
366.744,0.3,2016,5,0,2,0,4,Standard Class,Consumer,Amarillo,Central,Chairs,Texas,FUR-CH-10003298,NR-18550,0
73.784,0.6,2016,2,1,1,0,6,Standard Class,Corporate,Houston,Central,Furnishings,Texas,FUR-FU-10003601,NS-18640,0
30.336,0.6,2017,6,6,2,0,3,Second Class,Consumer,Frisco,Central,Furnishings,Texas,FUR-FU-10002501,EM-14065,0
12.99,0.0,2017,12,0,4,1,6,Standard Class,Consumer,Paterson,East,Furnishings,New Jersey,FUR-FU-10002506,DO-13645,1
182.22,0.0,2017,12,0,4,1,6,Standard Class,Consumer,Paterson,East,Chairs,New Jersey,FUR-CH-10003817,DO-13645,1
302.94,0.0,2017,12,0,4,1,6,Standard Class,Consumer,Paterson,East,Chairs,New Jersey,FUR-CH-10004860,DO-13645,1
54.992,0.2,2016,1,0,1,0,4,Standard Class,Home Office,Columbus,East,Furnishings,Ohio,FUR-FU-10002268,MP-17470,1
51.264,0.2,2017,3,3,1,0,0,Same Day,Consumer,Columbus,East,Furnishings,Ohio,FUR-FU-10003424,SP-20920,1
241.424,0.2,2017,11,4,4,0,7,Standard Class,Home Office,Los Angeles,West,Chairs,California,FUR-CH-10001714,ME-17320,0
389.97,0.0,2016,11,2,4,0,6,Standard Class,Consumer,Detroit,Central,Chairs,Michigan,FUR-CH-10000513,BS-11755,1
422.625,0.3,2015,12,1,4,1,1,First Class,Corporate,Philadelphia,East,Chairs,Pennsylvania,FUR-CH-10001270,HR-14830,0
20.24,0.0,2016,3,6,1,0,4,Standard Class,Corporate,Columbus,South,Furnishings,Georgia,FUR-FU-10004053,DS-13180,1
39.92,0.0,2016,3,6,1,0,4,Standard Class,Corporate,Columbus,South,Furnishings,Georgia,FUR-FU-10003731,DS-13180,1
24.64,0.2,2015,9,4,3,0,1,First Class,Corporate,Aurora,West,Furnishings,Colorado,FUR-FU-10000073,GB-14530,1
1056.86,0.0,2016,12,4,4,1,2,First Class,Consumer,Springfield,South,Tables,Virginia,FUR-TA-10002530,PM-18940,1
2.328,0.6,2016,12,4,4,1,3,Second Class,Corporate,Houston,Central,Furnishings,Texas,FUR-FU-10000206,LA-16780,0
1454.9,0.0,2016,4,5,2,0,4,Second Class,Corporate,Milwaukee,Central,Chairs,Wisconsin,FUR-CH-10000847,DJ-13420,1
220.704,0.2,2017,4,6,2,0,4,Standard Class,Home Office,Sanford,South,Furnishings,Florida,FUR-FU-10000747,MH-18115,0
